"","text","created_at","user_location"
"74892","  family   church  serve took  pandemic seriously   beginning      grandmother died   heabreak become real

 wish  grief upon  one

please get vaccinated ifwhen  can  take  read   letter   gma chow",2021-07-30,"San Francisco Bay Area"
"74896"," coronavirus cases continue  soar two florida mayors  announcing mask  vaccine mandates  defying  governor   firmly opposed   pandemic restrictions",2021-07-30,"Fort Lauderdale, FL"
"74898","    lines  get vaccinated amp  tested",2021-07-30,"Florida, USA"
"74900","covid    hoax coronavirus    paisan issue  vast majority  deaths  hospitalizations  people   unvaccinated please get vaccinated  save   life   lives   loved ones covidisnotover",2021-07-30,"Austin, TX"
"74906","looks like  vaccine doesnt work can  get one  ",2021-07-30,"Mackramento"
"74907","  covid19 vaccine free
yes  vaccination  free  federal government  providing  vaccine free  charge   people living   united states regardless   immigration  health insurance status getvaccinated",2021-07-30,"Austin, TX"
"74910"," one  forcing   get vaccinated  giving   choice protect people  dont  youre enough   asshole  walk away   job  protecting people   proven vaccine thats  choice covidiots covidisnotover vaccineswork",2021-07-30,"Boerum Hill, Brooklyn, NY"
"74929"," cases  rising  vaccinated ppl",2021-07-30,"California, USA"
"74976","qantas  roll  digital health pass  internationalflightsbeing able  validate vaccination status  australians returning  overseas  critical  enable australias 4phase covid response plan iata senior vp operations nick careen",2021-07-30,"USA, Australia"
"75007","  see  stories  overflowing hospitals patients begging  late   covid19 vaccine amp people  cant   loved ones   suffer    preventable yes    breakthrough cases   surge  caused    chose  go unvaccinated",2021-07-30,"Dublin, Ireland"
"75014","  mmwr

emerging evidence suggests  fully vaccinated persons   become infected   delta variant   risk  transmitting   others cdc covid19 response team unpublished data 2021

 criticism     publish  release  first",2021-07-30,"Arizona, USA"
"75026","come get  free covid19 vaccine   pbis back  school bash ongoing  noon   ed defore spos complex",2021-07-30,"Macon, GA"
"75046"," federal workers get vaccinated  vacate  jobs  great benefits  retirement stay tuned",2021-07-30,"Ohio, USA"
"75095","cdc study shows threefouhs  people infected  massachusetts covid19 outbreak  vaccinated

",2021-07-30,"Brooklyn, NY"
"75099"," makes shit extra exhausting    community   dispropoionately impacted  covid  yet many   community  vaccine hesitant  justified reasons  yet folks  using misinformation  pray   fears  exhausting covid19",2021-07-30,"East New York, Brooklyn"
"75112","  covid insanitythis graph illustrates  tiny  covid19 death count isthe squares represent 161 million vaccinated americansthis  really  destroying free market economiespaving way   socialist reset",2021-07-30,"Newark, 3rd oldest big US city"
"75119","read cdc 74  got covid19     hospitalized  recent analysis   fully vaccinated",2021-07-30,"Myrtle Beach, South Carolina"
"75139"," vaccine  free available  safe get vaccinated people",2021-07-30,"The Woodlands, TX"
"75150","   good vaccine news also note testing positive   equal covid19 disease",2021-07-30,"Worcester, MA"
"75160","  neighbor took  17 year old son  3 different places  get vaccinated  came home unvaccinated  evidently 17 year olds can    moderna vaccine  anyone know ",2021-07-30,"Lake Mary, FL"
"75164","see   got blown   propoion thats    said   look   s  1905 like  commented  b4  times  different medical issues   different  took longer  come    vaccine  small pox  covid19   contagious period",2021-07-30,"Decatur, IL"
"75169"," biden administration  july 29 stated  federal workers  contractors    show proof  vaccination  covid19  else wear masks engage  social distancing  submit  regular covid19 testing

",2021-07-30,"Florida, USA"
"75172","yes  remember      military also standing  line getting  shots  def  doubts    doubts   vaccine
  happy  get  covid19 vaccine  soon     im  safe cuz  gop bs   blame gop 4 needless deaths",2021-07-30,""
"75176","key point though   mans sense  strong conservatism requires skipping  lifesaving vaccine   comes  bc trump gop counterpas amp right wing media figures told  ",2021-07-30,"Real America"
"75189","crushcovidmkemilwaukee county dont miss  shot get vaccinated  protect   family   community   us working together can crush covid19 allofustogether allofusworkingtogether getting  done",2021-07-30,"Milwaukee WI"
"75193","  require  kids   vaccinated  going  school
    wear  seat belt   vehicles
   get flu shots every year
  required  register  vote

 covid19   mandatory thruout  us",2021-07-30,"United States"
"75194","listen  unvaccinated pieces  shit get  vaccine  put worse shit   bodies  else  mask bs  forever covid19 vaccine maskmandate",2021-07-30," NJ ➡️ DC"
"75205","  regret getting  vaccine 
covid19 deltavariant",2021-07-30,"Pennsylvania, USA"
"75209"," one  cute
 cdc asked  patent depament   patent   formula   covid19 vaccine  patent dept said    receive  patent  cure  naturallyoccurring disease   bribe  patent   cdc  issued  bad
phyzer medurna amp jampj",2021-07-30,"South Carolina"
"75210","gov abbott banned covid19 vaccine  mask mandates  texas despite cases continuing  riseviacovid19 maskmandate texas",2021-07-30,"Cibolo, TX"
"75212","breakthrough infections   vaccinated  possible due  unvaccinated causing  continuous waves  covid 19 variants covid19deltavariant coronavirus",2021-07-30,"Dallas, TX"
"75214","covid19 get vaccinated",2021-07-30,"Fort Worth, Texas"
"75224"," anyone regret getting  vaccine 

covid19 deltavariant",2021-07-30,"Pennsylvania, USA"
"75231"," better headline   less  08   1642 millionplus fully vaccinated americans  tested positive  covid",2021-07-30,"North Las Vegas, NV"
"75235"," met  lot  willfully ignorant  dumber  di people   life   profile  human    purposely avoid getting  vaccine  risk dying  covid19    libs may   nadir  darwinism",2021-07-30,"Miami, FL"
"75264","folks  conservative  getting  vaccine   mutually exclusive  can   conservative   want  still get  vaccine last  checked    make   less conservative",2021-07-30,"New Orleans"
"75278"," youre unvaccinated please get  covid19 vaccine   covid19 vaccination clinic   quincy visit ator

save lives   order  prevent  delta variant quincyma covid19 coronavirusupdate quincystrong",2021-07-30,"Quincy, Massachusetts"
"75284","astudy  cape cod covid19 outbreak  month shows 74  tested positive  fully vaccinated",2021-07-31,"Northwest Arkansas"
"75288","  taking  piss right now  got vaccinated   couldnt spread   others wtf
vaccinated people  contract  covid19 delta variant can spread  virus just  easily  unvaccinated people  cdc repos",2021-07-31,"North Carolina"
"75305","time  give    dream  infections  covid190    idea  even   land  vaccine plenty  seems realistic
",2021-07-31,"Cambridge, MA"
"75311","union members pissed offcdc director tells bret baier government looking  potential covid19 vaccine mandate

",2021-07-31,""
"75313","critically  study found  vaccinated individuals carried  much virus   noses  unvaccinated individuals   vaccinated people  spread  virus   ",2021-07-31,"Twin Cities, MN"
"75322","andwant  help  keep  paper card  good condition  two companies  offering miniaturization walletsize  lamination  completed covid19 vaccination cards",2021-07-31,"New York"
"75323","walma amp  walt disney company introduced new requirements   employees  vaccinated  covid19

 followed similar announcements  week  google facebook uber amp others

",2021-07-31,"San Francisco, CA"
"75324"," need suppo      covid19   still  antibodies    want  vaccine  bodys natural immune system can handle covid19 please stand      make  vaccine  national requirement",2021-07-31,"Knoxville, IA"
"75338"," new covid19 cases  california  occurring    vaccinated counties",2021-07-31,"So Cal, USA"
"75350","lol  covid19 vaccine bs
 youll like ",2021-07-31,"Atlanta, GA  "
"75351","reminder  vaccines  free   available   students 12 years  older visit thehealth depament  clinic info  local pharmacies offering vaccine appointments amp walkin check  email sent thursday   info",2021-07-31,"Draper, UT"
"75364","   gotten  damn vaccine las vegas father  5 dies  covid19covid19",2021-07-31,"North Carolina, USA"
"75386"," hitting younger individuals  healthy immune systems  fact 99  coronavirus patients currently hospitalized  individuals  chose    vaccinated  0004  vaccinated individuals  dying   virus variants
79",2021-07-31,"EARTH: 100 SECONDS TO MIDNIGHT"
"75400","someone just made  facebook post   people  bring offered  100 sign   get  covid19 vaccine  also said  somethings   heres  thought  

  right something  upits  death toll  people dying  covid19  know",2021-07-31,"Yellville, AR"
"75417","two travellers  us fined 20000   fake vaccination documentsvia",2021-07-31,"oakland ca"
"75422","now vaccinated can spread covid makeup  dam mind",2021-07-31,"Franklin Park, NJ"
"75427","  multiple events  covid19 vaccination saturday july 31st  website   1 listed   city",2021-07-31,"San Antonio"
"75457","read cdc 74  got covid19     hospitalized  recent analysis   fully vaccinated",2021-07-31,""
"75466"," cdc folks  saying  can get delta   variant even  vaccinated   going  fire folk  getting delta    much  worked 15 years  acute care never  flu  flu vaccine   covid19 survivors tcell immunity false positive swabs",2021-07-31,"South Florida,  USA NEW YORK C"
"75471","walma requires  headquaers staff  vaccinated  covid19  oct 4  disney gives workers   us locations 60 days",2021-07-31,"Chicago."
"75486"," home state  struggling  hea goes      friends  pleading  people  take precautions  get vaccinated",2021-07-31,"Seattle, WA"
"75506","time  get vaccinated generals",2021-07-31,"Denver, CO"
"75519","yes   vaccinated   dying",2021-07-31,"San Diego, CA USA"
"75523","like atp   vaccine cant even stop   getting  especially  new variant  needa go back  lockdown",2021-07-31,"Atlanta, GA"
"75532","     hot girl summer  people   gotten vaccinatedso   go  another summer  people dying  getting sick   chose   selfish getvaccinated covid19",2021-07-31,"Ladera Ranch, CA"
"75533"," now  2 friends  symptomatic covid  vaccinatedplease mask   crowded indoor places people",2021-07-31,"San Francisco, CA"
"75541","   front  center vaccination  still  way   ",2021-07-31,"Washington, DC"
"75543","cdc says vaccinated people  contract  covid19 delta variant can transmit  virus due  high viral loads upon infection",2021-07-31,"Raleigh, NC"
"75560","father  five told family    gotten  damn vaccine  death  covid19",2021-07-31,""
"75561"," cousins wife whos pregnant    doctor   vaccinated  january   got covid19  may thankfully mild symptoms 

   another reason    keep wearing  mask",2021-07-31,"Port Ewen, NY"
"75562","turns   delta variant  now giving  vaccines  run   money people  catching  delta  vaccination though without high hospitalization another reason  get vaccinated",2021-07-31,"Berkeley, CA"
"75565","seriously curios

   venn diagram  shows  number  people  get  influenza vaccination  refuse  get  covid19 vaccination",2021-07-31,"Washington, D.C. "
